race,male,fam_inc,tier,fulltime,lsat,ugpa,decile1b,decile3,zgpa,zfygpa,pass_bar
1,1,6,8,2,79.9,2.3,6.3,5.7,0.65,0.77,1
1,0,3,2,1,21.2,2.5,6.3,5.2,0.55,0.68,0
0,0,2,1,1,21.5,2.3,6.3,5.5,0.62,0.74,0
1,0,2,4,1,24.4,2.3,6.3,5.6,0.63,0.74,0
1,0,2,7,1,24.2,2.2,6.3,5.8,0.67,0.78,0
1,0,3,1,1,26.1,2.3,6.3,5.6,0.64,0.75,0
0,0,3,4,1,30.3,2.4,6.3,5.3,0.59,0.75,0
1,0,2,5,1,25.3,2.1,6.3,6.1,0.73,0.84,0
1,0,3,3,1,33.3,2.3,6.3,5.5,0.61,0.72,0
1,0,2,0,1,21.6,2.4,6.3,5.2,0.57,0.72,0
1,0,2,4,1,23.2,2.2,6.3,5.6,0.65,0.78,0
1,1,5,5,2,54.2,2.1,6.2,5.9,0.7,0.81,0
1,0,2,2,1,23.4,2.2,6.3,5.8,0.67,0.78,0
1,1,5,7,2,58.7,2.3,6.3,5.6,0.63,0.73,0
1,0,2,2,1,24.0,2.3,6.2,5.7,0.64,0.73,0
1,0,3,6,2,36.9,2.2,6.3,5.7,0.67,0.79,0
1,0,3,4,1,23.9,2.3,6.3,5.7,0.65,0.73,0
0,0,2,0,1,19.7,2.4,6.2,5.5,0.61,0.72,0
1,1,6,9,2,68.6,2.2,6.3,5.7,0.66,0.78,1
1,0,3,1,1,24.5,2.2,6.3,5.8,0.66,0.76,0
1,0,2,2,1,23.0,2.3,6.3,5.6,0.64,0.78,0
1,0,3,2,2,34.0,2.2,6.3,5.7,0.66,0.77,0
1,0,2,1,1,23.6,2.3,6.3,5.6,0.63,0.76,0
1,0,3,4,1,25.8,2.2,6.3,5.8,0.66,0.75,0
0,0,4,5,2,37.0,2.4,6.3,5.4,0.59,0.71,0
1,0,3,5,2,37.0,2.2,6.3,5.8,0.67,0.78,0
1,0,3,4,1,31.7,2.4,6.3,5.5,0.62,0.75,0
1,1,6,11,2,70.9,2.2,6.3,5.9,0.68,0.76,1
1,0,2,3,1,21.9,2.2,6.2,5.7,0.66,0.79,0
1,1,5,9,2,53.8,2.3,6.3,5.6,0.64,0.75,0
1,0,2,2,1,22.3,2.2,6.2,5.7,0.65,0.77,0
0,0,2,1,1,23.6,2.4,6.3,5.3,0.57,0.69,0
1,0,2,1,1,20.1,2.2,6.3,5.7,0.65,0.78,0
1,0,4,3,2,42.2,2.3,6.3,5.6,0.63,0.75,0
1,0,3,3,1,31.5,2.2,6.2,5.7,0.66,0.77,0
1,0,2,3,1,27.3,2.3,6.3,5.6,0.64,0.77,0
0,0,2,0,1,22.5,2.3,6.3,5.4,0.61,0.74,0
1,0,2,3,1,26.2,2.3,6.3,5.5,0.62,0.75,0
1,0,3,6,2,43.6,2.3,6.3,5.6,0.63,0.76,0
1,1,5,7,2,57.7,2.2,6.2,5.7,0.66,0.78,0
1,0,2,5,1,25.0,2.3,6.2,5.6,0.64,0.77,0
1,0,3,2,1,30.7,2.2,6.3,5.7,0.66,0.77,0
0,0,2,5,1,23.9,2.4,6.3,5.3,0.58,0.72,0
1,1,7,12,2,79.9,2.3,6.3,5.5,0.62,0.76,1
1,0,3,3,1,29.0,2.3,6.3,5.6,0.65,0.79,0
1,0,2,3,1,24.0,2.3,6.3,5.6,0.65,0.77,0
1,0,4,7,2,46.5,2.4,6.3,5.4,0.61,0.75,0
0,0,4,7,2,41.3,2.3,6.3,5.6,0.63,0.75,0
1,1,5,4,2,55.7,2.4,6.2,5.4,0.6,0.73,0
1,1,4,4,2,46.8,2.2,6.3,5.7,0.65,0.76,0
1,0,3,2,1,23.9,2.3,6.3,5.5,0.62,0.76,0
1,1,5,8,2,59.6,2.3,6.3,5.5,0.62,0.76,0
1,0,2,3,1,26.9,2.2,6.2,5.8,0.67,0.79,0
1,0,2,3,1,21.8,2.3,6.3,5.5,0.64,0.78,0
1,0,2,1,1,23.9,2.3,6.2,5.7,0.66,0.75,0
1,0,3,1,1,30.9,2.2,6.3,5.7,0.66,0.77,0
1,0,2,1,1,20.7,2.2,6.2,5.8,0.68,0.77,0
1,1,6,9,2,73.1,2.4,6.3,5.2,0.57,0.73,1
1,0,2,0,1,23.9,2.2,6.3,5.8,0.65,0.74,0
0,0,3,5,2,37.3,2.3,6.3,5.4,0.61,0.75,0
1,0,4,7,2,41.8,2.3,6.3,5.5,0.62,0.74,0
1,0,2,3,1,23.5,2.3,6.3,5.6,0.64,0.76,0
1,0,3,2,1,24.1,2.3,6.3,5.7,0.65,0.76,0
1,1,5,3,2,51.9,2.3,6.3,5.5,0.63,0.75,0
1,0,2,0,1,22.4,2.3,6.3,5.5,0.63,0.77,0
1,0,2,4,1,20.7,2.4,6.3,5.3,0.59,0.73,0
0,0,3,5,1,23.7,2.3,6.3,5.5,0.62,0.75,0
1,1,4,8,2,47.6,2.3,6.3,5.7,0.65,0.75,0
1,1,5,8,2,49.3,2.3,6.2,5.6,0.65,0.77,0
1,0,2,2,1,26.1,2.3,6.3,5.5,0.63,0.76,0
1,1,7,11,2,87.3,2.2,6.3,5.8,0.68,0.78,1
0,1,4,5,2,50.8,2.3,6.3,5.4,0.6,0.72,0
1,0,3,3,2,37.8,2.3,6.2,5.6,0.64,0.77,0
1,0,4,3,2,42.8,2.3,6.4,5.4,0.61,0.77,0
1,0,4,7,2,39.6,2.2,6.2,5.8,0.68,0.78,0
1,0,2,0,1,23.8,2.2,6.3,5.7,0.66,0.79,0
1,0,2,1,1,27.0,2.4,6.3,5.3,0.58,0.73,0
1,1,5,7,2,58.0,2.1,6.3,6.0,0.71,0.81,0
1,0,2,2,1,23.0,2.2,6.3,5.7,0.66,0.79,0
1,1,5,9,2,48.4,2.4,6.2,5.4,0.6,0.73,0
1,1,4,7,2,50.2,2.2,6.3,5.8,0.67,0.78,0
1,0,2,1,1,24.1,2.3,6.3,5.7,0.64,0.72,0
1,0,4,2,2,44.5,2.4,6.3,5.3,0.59,0.74,0
1,1,7,6,2,72.8,2.1,6.2,6.1,0.73,0.81,1
1,0,2,3,1,21.6,2.4,6.3,5.4,0.6,0.71,0
1,0,2,4,1,23.7,2.2,6.3,5.7,0.65,0.75,0
0,0,2,1,1,20.7,2.3,6.3,5.7,0.63,0.7,0
1,0,2,4,1,27.4,2.3,6.3,5.5,0.62,0.74,0
0,0,2,0,1,23.7,2.3,6.3,5.6,0.63,0.75,0
0,0,2,2,1,27.3,2.3,6.3,5.7,0.64,0.75,0
1,0,4,6,2,36.5,2.2,6.3,5.7,0.66,0.77,0
1,0,3,1,2,32.6,2.4,6.3,5.3,0.59,0.75,0
1,1,6,11,2,67.0,2.2,6.3,5.7,0.66,0.77,0
1,0,3,1,1,27.9,2.2,6.3,5.9,0.69,0.78,0
1,0,2,1,1,22.3,2.2,6.2,5.8,0.67,0.79,0
0,0,2,4,1,26.5,2.4,6.3,5.4,0.61,0.73,0
0,0,2,1,1,22.8,2.4,6.3,5.2,0.57,0.73,0
1,0,2,3,1,25.7,2.2,6.3,5.7,0.66,0.78,0
1,0,2,2,1,21.3,2.2,6.3,5.7,0.66,0.79,0
1,1,7,10,2,81.3,2.3,6.3,5.7,0.66,0.77,1
1,0,2,0,1,23.6,2.2,6.3,5.7,0.67,0.78,0
1,0,2,2,1,24.1,2.2,6.2,5.7,0.64,0.75,0
0,0,2,2,1,21.6,2.4,6.3,5.2,0.58,0.74,0
1,0,2,0,1,23.2,2.2,6.3,5.9,0.69,0.79,0
1,1,5,8,2,51.4,2.1,6.3,6.0,0.71,0.8,0
1,0,3,1,1,26.4,2.2,6.3,5.7,0.66,0.78,0
1,0,3,3,2,36.4,2.2,6.3,5.7,0.66,0.77,0
1,0,3,2,1,24.4,2.3,6.3,5.6,0.65,0.79,0
1,1,5,3,2,51.1,2.3,6.3,5.6,0.64,0.75,0
1,1,6,8,2,59.8,2.3,6.3,5.5,0.61,0.72,0
1,0,3,5,1,30.9,2.3,6.3,5.6,0.64,0.74,0
1,0,3,5,1,34.3,2.2,6.2,5.8,0.67,0.77,0
1,0,3,3,1,25.5,2.4,6.2,5.4,0.6,0.74,0
0,0,3,0,1,22.0,2.2,6.3,5.6,0.65,0.79,0
1,0,2,2,1,22.8,2.2,6.3,5.9,0.68,0.77,0
1,1,5,7,2,55.8,2.4,6.3,5.4,0.6,0.74,0
0,1,6,10,2,66.2,2.4,6.3,5.4,0.6,0.71,0
1,0,3,4,1,26.9,2.2,6.3,5.7,0.67,0.78,0
1,0,4,6,2,41.4,2.2,6.3,5.8,0.65,0.74,0
0,0,3,4,2,38.1,2.4,6.3,5.5,0.6,0.69,0
1,0,3,1,1,21.7,2.2,6.3,6.0,0.69,0.73,0
1,0,3,6,1,32.8,2.2,6.2,5.8,0.68,0.79,0
0,1,6,9,2,73.7,2.3,6.3,5.5,0.62,0.76,1
1,0,2,3,1,24.3,2.3,6.3,5.5,0.63,0.75,0
0,0,2,3,1,26.0,2.3,6.3,5.6,0.64,0.76,0
1,0,4,10,2,43.5,2.3,6.3,5.5,0.63,0.76,0
1,0,2,4,1,25.9,2.3,6.3,5.6,0.63,0.75,0
0,0,4,5,2,40.3,2.3,6.3,5.5,0.62,0.73,0
1,0,2,3,1,25.4,2.1,6.3,6.0,0.71,0.81,0
1,0,4,4,2,42.3,2.2,6.3,5.8,0.65,0.73,0
1,0,3,8,2,40.3,2.2,6.3,5.7,0.66,0.78,0
1,1,7,14,2,86.6,2.1,6.2,6.1,0.72,0.8,1
1,0,2,2,1,22.6,2.3,6.3,5.6,0.64,0.76,0
1,1,6,8,2,63.0,2.2,6.3,5.7,0.66,0.77,0
1,0,2,2,1,22.0,2.4,6.3,5.4,0.6,0.74,0
1,0,3,4,2,38.2,2.3,6.2,5.7,0.65,0.78,0
1,0,3,1,2,32.4,2.2,6.3,5.8,0.69,0.81,0
1,0,2,1,1,20.9,2.3,6.3,5.7,0.65,0.76,0
1,0,4,9,2,45.7,2.4,6.3,5.3,0.58,0.73,0
1,0,3,1,1,25.5,2.2,6.3,5.7,0.67,0.8,0
1,1,6,14,2,73.1,2.2,6.3,5.8,0.67,0.78,1
0,1,6,11,2,72.2,2.4,6.3,5.4,0.6,0.73,1
0,0,3,3,2,34.7,2.5,6.3,5.1,0.55,0.71,0
0,0,4,4,2,42.1,2.3,6.3,5.4,0.61,0.76,0
1,0,3,3,1,33.7,2.2,6.3,5.7,0.67,0.79,0
1,1,7,14,2,78.4,2.3,6.3,5.6,0.64,0.76,1
0,0,2,2,1,22.0,2.3,6.3,5.5,0.63,0.76,0
1,0,2,6,1,22.7,2.3,6.3,5.6,0.63,0.76,0
1,1,6,9,2,73.2,2.2,6.3,5.7,0.66,0.77,1
1,0,4,5,2,40.9,2.2,6.3,5.8,0.66,0.75,0
1,0,2,3,1,23.6,2.2,6.3,5.8,0.67,0.78,0
1,1,5,8,2,55.3,2.3,6.2,5.5,0.63,0.76,0
1,0,3,1,1,26.3,2.2,6.2,5.8,0.67,0.79,0
1,0,4,5,1,35.4,2.2,6.3,5.7,0.66,0.78,0
1,0,3,7,1,34.8,2.2,6.3,5.7,0.67,0.79,0
1,1,5,8,2,57.8,2.2,6.3,5.7,0.66,0.75,0
1,0,3,2,1,22.1,2.2,6.3,5.7,0.66,0.78,0
1,0,3,2,1,25.3,2.2,6.2,5.9,0.68,0.78,0
1,0,2,1,1,26.1,2.3,6.3,5.6,0.64,0.75,0
1,1,6,11,2,73.9,2.3,6.3,5.5,0.62,0.75,1
1,1,6,11,2,72.5,2.3,6.3,5.4,0.6,0.75,1
1,1,5,8,2,62.2,2.3,6.2,5.6,0.64,0.75,0
1,0,2,1,1,20.3,2.3,6.3,5.5,0.62,0.76,0
1,0,4,6,2,46.4,2.2,6.3,5.7,0.66,0.78,0
1,0,2,4,1,22.3,2.2,6.3,5.9,0.68,0.75,0
1,0,3,2,2,34.1,2.3,6.3,5.7,0.65,0.74,0
1,0,4,4,2,39.5,2.3,6.3,5.6,0.65,0.79,0
1,0,2,1,1,20.0,2.2,6.2,5.9,0.69,0.78,0
1,0,3,1,2,35.6,2.3,6.3,5.5,0.63,0.76,0
1,0,4,8,2,45.0,2.5,6.3,5.3,0.56,0.67,0
0,0,2,2,1,23.6,2.2,6.3,5.8,0.66,0.75,0
1,0,2,3,1,21.9,2.4,6.3,5.4,0.59,0.73,0
1,0,4,5,2,41.4,2.3,6.2,5.7,0.65,0.76,0
1,0,3,3,1,26.0,2.2,6.3,5.6,0.65,0.78,0
1,0,2,4,1,22.1,2.2,6.3,6.0,0.7,0.78,0
1,1,6,12,2,74.5,2.3,6.3,5.4,0.61,0.73,1
1,0,2,4,1,25.1,2.3,6.3,5.6,0.63,0.75,0
1,0,1,2,1,21.0,2.3,6.3,5.5,0.62,0.75,0
1,0,1,3,1,23.3,2.2,6.2,5.8,0.66,0.75,0
1,0,3,4,2,40.7,2.2,6.3,5.7,0.66,0.77,0
0,0,3,4,1,27.7,2.2,6.3,5.7,0.66,0.77,0
1,1,5,8,2,57.8,2.3,6.2,5.7,0.65,0.75,0
1,0,3,1,1,25.7,2.1,6.3,6.3,0.74,0.8,0
1,0,3,0,1,26.2,2.3,6.3,5.7,0.65,0.76,0
1,0,2,2,1,21.7,2.3,6.3,5.4,0.61,0.75,0
1,0,2,4,1,22.8,2.3,6.3,5.6,0.63,0.75,0
1,1,5,7,2,52.2,2.3,6.3,5.7,0.64,0.74,0
1,1,7,14,2,86.6,2.2,6.3,5.9,0.69,0.81,1
1,0,3,4,2,39.0,2.2,6.3,5.7,0.67,0.8,0
1,0,3,1,1,27.6,2.3,6.3,5.7,0.64,0.74,0
0,1,7,11,2,81.7,2.3,6.3,5.6,0.63,0.73,1
1,0,2,3,1,22.5,2.4,6.3,5.4,0.6,0.74,0
1,1,6,6,2,73.3,2.2,6.3,5.6,0.65,0.78,1
1,0,2,4,1,24.2,2.2,6.3,5.7,0.66,0.78,0
1,1,5,6,2,49.7,2.3,6.3,5.6,0.64,0.76,0
0,0,3,2,1,25.5,2.2,6.2,5.8,0.68,0.8,0
0,0,3,3,1,20.5,2.3,6.3,5.4,0.61,0.74,0
1,0,3,1,1,25.4,2.2,6.2,5.7,0.66,0.77,0
1,1,4,6,2,48.5,2.3,6.3,5.6,0.64,0.74,0
1,0,2,0,1,23.8,2.2,6.3,6.0,0.7,0.78,0
0,0,2,4,1,26.3,2.4,6.3,5.3,0.59,0.72,0
1,0,4,7,2,44.2,2.3,6.2,5.6,0.63,0.75,0
0,0,3,2,1,25.6,2.2,6.3,5.8,0.68,0.81,0
1,1,5,9,2,61.1,2.3,6.3,5.4,0.61,0.75,0
0,1,6,9,2,65.4,2.4,6.3,5.3,0.58,0.74,0
1,1,4,4,2,48.2,2.2,6.3,5.7,0.65,0.77,0
1,0,2,5,1,22.8,2.2,6.3,5.7,0.66,0.79,0
0,0,2,4,1,24.2,2.3,6.3,5.4,0.61,0.75,0
1,0,2,2,1,22.7,2.3,6.3,5.5,0.61,0.74,0
1,0,2,5,1,22.1,2.3,6.3,5.5,0.63,0.77,0
0,0,2,2,1,20.8,2.3,6.3,5.4,0.61,0.75,0
1,0,4,4,2,42.7,2.3,6.3,5.6,0.64,0.77,0
1,1,7,13,2,88.3,2.5,6.3,5.1,0.55,0.71,1
1,0,3,3,1,24.6,2.3,6.2,5.7,0.63,0.72,0
1,0,2,3,1,25.2,2.2,6.2,5.7,0.66,0.77,0
1,0,2,1,1,25.6,2.4,6.3,5.4,0.6,0.74,0
1,1,4,5,2,51.5,2.2,6.2,5.8,0.68,0.81,0
0,1,7,11,2,82.7,2.3,6.3,5.6,0.64,0.77,1
1,1,4,5,2,53.0,2.2,6.3,5.7,0.65,0.77,0
0,1,6,10,2,66.6,2.4,6.3,5.3,0.6,0.77,0
1,0,4,3,2,38.2,2.3,6.3,5.7,0.65,0.76,0
1,1,5,9,2,53.9,2.4,6.3,5.3,0.59,0.73,0
1,0,3,4,1,24.3,2.4,6.3,5.2,0.57,0.73,0
1,0,2,3,1,22.3,2.2,6.3,5.7,0.65,0.78,0
1,0,2,2,1,21.7,2.2,6.2,5.8,0.68,0.78,0
1,0,2,1,1,23.6,2.3,6.3,5.7,0.65,0.78,0
1,0,3,1,1,28.1,2.2,6.3,5.8,0.67,0.78,0
0,0,2,5,1,24.8,2.4,6.3,5.4,0.6,0.74,0
1,0,3,0,1,25.3,2.2,6.3,5.8,0.68,0.78,0
1,0,2,1,1,25.6,2.3,6.3,5.6,0.63,0.75,0
1,0,2,1,1,22.2,2.2,6.2,5.8,0.66,0.75,0
1,0,3,0,1,24.8,2.3,6.2,5.6,0.64,0.74,0
1,0,2,2,1,24.2,2.3,6.3,5.4,0.6,0.74,0
1,0,4,2,2,43.8,2.2,6.3,5.9,0.69,0.79,0
1,0,3,6,1,30.3,2.2,6.2,5.7,0.65,0.76,0
1,0,3,6,1,32.5,2.3,6.2,5.6,0.63,0.73,0
1,0,2,5,1,25.7,2.2,6.2,5.8,0.67,0.76,0
1,0,2,0,1,22.4,2.3,6.2,5.7,0.66,0.75,0
1,1,6,6,2,66.9,2.4,6.3,5.3,0.59,0.74,0
1,0,4,6,2,46.1,2.2,6.2,5.7,0.66,0.77,0
1,0,4,4,2,44.1,2.3,6.2,5.6,0.64,0.74,0
1,0,3,1,1,26.6,2.2,6.3,5.8,0.68,0.79,0
1,1,7,11,2,80.3,2.2,6.3,5.8,0.67,0.76,1
1,1,6,14,2,75.1,2.2,6.3,5.8,0.69,0.81,1
1,0,3,1,1,28.3,2.3,6.3,5.5,0.62,0.75,0
1,0,2,2,1,24.1,2.1,6.3,6.1,0.73,0.83,0
0,0,2,4,1,18.1,2.3,6.3,5.5,0.61,0.73,0
1,0,2,1,1,20.5,2.4,6.3,5.3,0.58,0.73,0
1,0,2,4,1,26.1,2.2,6.3,5.9,0.69,0.79,0
1,1,5,3,2,50.6,2.2,6.2,5.8,0.65,0.73,0
1,0,2,2,1,20.8,2.3,6.2,5.6,0.62,0.71,0
0,0,2,2,1,24.4,2.3,6.2,5.5,0.63,0.75,0
1,0,3,4,2,35.1,2.3,6.3,5.7,0.66,0.8,0
1,0,2,4,1,24.3,2.2,6.2,5.7,0.66,0.77,0
0,0,2,1,1,22.7,2.3,6.3,5.5,0.62,0.74,0
1,1,5,8,2,61.9,2.3,6.2,5.6,0.64,0.76,0
1,0,4,5,2,39.2,2.3,6.3,5.4,0.61,0.74,0
1,1,5,6,2,51.6,2.2,6.3,5.8,0.66,0.77,0
1,0,3,1,1,24.8,2.2,6.2,5.8,0.68,0.79,0
1,0,4,8,2,40.4,2.2,6.3,5.6,0.65,0.77,0
1,0,2,5,1,22.7,2.4,6.3,5.3,0.58,0.72,0
1,0,3,0,1,26.9,2.2,6.2,5.8,0.66,0.77,0
1,0,3,2,1,24.6,2.2,6.3,5.8,0.68,0.8,0
0,0,3,6,1,35.5,2.3,6.3,5.5,0.62,0.76,0
1,0,3,1,1,25.1,2.2,6.3,5.9,0.68,0.76,0
0,0,2,4,1,21.9,2.3,6.3,5.4,0.61,0.74,0
1,0,2,1,1,20.4,2.3,6.3,5.5,0.62,0.75,0
1,0,3,4,2,37.2,2.3,6.3,5.6,0.64,0.78,0
1,0,2,4,1,24.7,2.2,6.3,5.7,0.66,0.78,0
1,0,4,5,2,44.3,2.4,6.3,5.3,0.57,0.69,0
1,1,5,4,2,58.6,2.2,6.3,5.9,0.69,0.81,0
1,0,2,2,1,25.0,2.3,6.3,5.6,0.65,0.78,0
1,1,5,8,2,51.5,2.2,6.3,5.8,0.68,0.8,0
1,0,2,3,1,25.3,2.2,6.3,5.9,0.69,0.79,0
1,0,2,0,1,25.5,2.2,6.2,5.8,0.68,0.78,0
1,0,2,0,1,23.9,2.3,6.2,5.6,0.65,0.77,0
1,0,2,4,1,20.9,2.2,6.3,5.7,0.66,0.77,0
1,1,8,16,2,99.0,2.3,6.2,5.6,0.64,0.76,1
1,0,2,1,1,24.0,2.3,6.3,5.6,0.64,0.78,0
1,0,2,1,1,24.7,2.4,6.2,5.4,0.59,0.72,0
0,0,3,3,1,31.8,2.4,6.3,5.4,0.6,0.74,0
1,0,2,3,1,22.7,2.2,6.3,5.8,0.68,0.8,0
1,0,2,4,1,23.8,2.3,6.3,5.6,0.64,0.76,0
1,0,3,7,1,33.4,2.4,6.3,5.4,0.6,0.72,0
1,0,3,2,1,26.2,2.2,6.3,5.8,0.68,0.78,0
1,0,3,3,2,34.7,2.2,6.2,5.8,0.66,0.75,0
0,0,2,2,1,21.4,2.4,6.3,5.3,0.56,0.68,0
1,0,2,3,1,25.2,2.2,6.2,5.7,0.65,0.74,0
1,0,4,3,2,39.6,2.4,6.3,5.2,0.57,0.73,0
1,0,2,3,1,22.9,2.4,6.3,5.4,0.6,0.74,0
0,1,8,17,2,97.1,2.3,6.3,5.5,0.61,0.71,1
1,0,3,4,2,41.9,2.4,6.3,5.4,0.6,0.73,0
1,0,4,7,2,46.6,2.2,6.3,5.9,0.68,0.77,0
1,0,4,4,2,40.7,2.3,6.3,5.4,0.61,0.75,0
0,0,2,5,1,23.5,2.4,6.3,5.5,0.6,0.7,0
1,0,2,2,1,25.0,2.2,6.3,5.8,0.67,0.76,0
1,1,5,9,2,51.5,2.2,6.3,5.8,0.67,0.78,0
1,0,2,4,1,22.0,2.4,6.3,5.2,0.57,0.72,0
1,0,2,3,1,20.0,2.2,6.2,5.7,0.66,0.75,0
1,1,4,7,2,52.9,2.2,6.3,5.8,0.67,0.78,0
1,0,2,1,1,24.9,2.3,6.3,5.7,0.64,0.73,0
1,0,2,3,1,23.0,2.2,6.3,5.9,0.68,0.77,0
0,1,4,7,2,48.6,2.4,6.3,5.3,0.6,0.74,0
1,1,6,10,2,68.5,2.2,6.2,5.7,0.65,0.75,1
1,0,4,8,2,44.8,2.2,6.3,5.8,0.67,0.77,0
1,0,3,3,1,26.2,2.2,6.3,5.7,0.67,0.8,0
1,0,3,6,2,38.6,2.3,6.3,5.5,0.62,0.75,0
1,1,5,7,2,51.7,2.4,6.3,5.4,0.61,0.74,0
1,0,2,2,1,28.3,2.3,6.2,5.6,0.64,0.76,0
1,1,4,8,2,50.9,2.1,6.3,6.0,0.71,0.8,0
1,0,3,5,1,26.9,2.3,6.3,5.5,0.64,0.78,0
1,0,2,1,1,25.9,2.2,6.2,5.8,0.66,0.73,0
1,0,2,3,1,21.4,2.3,6.3,5.7,0.66,0.77,0
1,0,4,8,1,37.3,2.3,6.3,5.4,0.6,0.73,0
1,0,2,1,1,23.8,2.4,6.3,5.4,0.6,0.72,0
1,0,2,0,1,23.9,2.2,6.3,5.7,0.66,0.75,0
1,1,4,3,2,53.7,2.3,6.2,5.7,0.64,0.71,0
0,1,5,9,2,62.3,2.3,6.3,5.5,0.62,0.75,0
0,0,3,7,2,39.0,2.4,6.3,5.4,0.6,0.72,0
1,1,6,5,2,75.0,2.4,6.3,5.4,0.6,0.74,1
1,0,3,7,1,33.2,2.2,6.3,5.7,0.66,0.76,0
1,0,2,4,1,21.9,2.3,6.3,5.5,0.62,0.75,0
1,1,5,8,2,53.4,2.2,6.3,5.7,0.65,0.76,0
1,0,3,2,1,30.1,2.4,6.2,5.4,0.6,0.73,0
0,0,2,2,1,23.5,2.4,6.3,5.3,0.57,0.7,0
1,0,2,5,1,21.8,2.3,6.3,5.5,0.62,0.74,0
1,1,6,8,2,64.7,2.3,6.3,5.6,0.63,0.74,0
0,0,2,1,1,22.6,2.4,6.3,5.4,0.6,0.76,0
0,0,2,1,2,30.9,2.3,6.3,5.4,0.61,0.74,0
1,0,2,1,1,21.2,2.4,6.3,5.4,0.6,0.74,0
1,0,2,3,1,26.7,2.3,6.3,5.5,0.62,0.74,0
1,0,2,3,1,23.6,2.4,6.3,5.4,0.6,0.74,0
1,1,7,9,2,77.3,2.2,6.3,5.9,0.69,0.78,1
1,0,2,2,1,22.2,2.2,6.3,5.8,0.67,0.79,0
1,0,3,1,1,22.9,2.2,6.3,5.8,0.67,0.77,0
0,0,4,5,2,42.7,2.4,6.3,5.4,0.58,0.69,0
1,0,2,1,1,21.2,2.2,6.3,5.7,0.65,0.76,0
1,0,2,3,1,24.4,2.3,6.3,5.5,0.62,0.75,0
1,0,2,3,1,22.1,2.3,6.2,5.6,0.64,0.76,0
1,0,2,1,1,21.0,2.3,6.3,5.6,0.62,0.73,0
1,0,3,4,1,23.1,2.3,6.3,5.4,0.61,0.75,0
1,0,2,5,1,25.2,2.3,6.3,5.6,0.64,0.75,0
1,0,4,7,2,46.4,2.3,6.2,5.5,0.63,0.75,0
1,0,4,3,2,43.6,2.2,6.3,5.7,0.65,0.76,0
1,0,3,3,2,37.8,2.3,6.3,5.5,0.62,0.76,0
0,0,2,4,1,24.6,2.3,6.3,5.6,0.64,0.76,0
1,1,5,9,2,58.0,2.0,6.3,6.4,0.78,0.86,0
1,0,2,4,1,23.1,2.2,6.2,5.8,0.68,0.78,0
1,0,2,3,1,24.2,2.4,6.3,5.2,0.57,0.72,0
1,1,5,7,2,52.6,2.3,6.3,5.7,0.64,0.74,0
1,1,5,4,2,49.3,2.3,6.2,5.6,0.64,0.77,0
1,0,2,2,1,21.8,2.4,6.3,5.4,0.6,0.71,0
1,0,2,5,1,26.0,2.2,6.3,5.7,0.66,0.78,0
0,0,4,7,2,45.6,2.3,6.2,5.5,0.62,0.74,0
1,0,2,2,1,21.9,2.4,6.3,5.4,0.6,0.74,0
1,0,2,4,1,21.7,2.2,6.3,5.8,0.68,0.79,0
1,0,3,2,2,33.2,2.2,6.3,5.7,0.66,0.78,0
1,0,3,2,1,25.5,2.2,6.3,5.8,0.67,0.78,0
0,0,3,1,1,26.9,2.4,6.3,5.4,0.58,0.68,0
0,1,7,12,2,76.1,2.4,6.3,5.3,0.59,0.73,1
1,1,5,9,2,57.2,2.2,6.3,5.7,0.66,0.77,0
1,0,2,2,1,21.5,2.4,6.3,5.3,0.59,0.73,0
1,0,3,1,2,33.9,2.2,6.3,5.7,0.67,0.79,0
1,0,2,1,1,22.2,2.3,6.3,5.5,0.63,0.76,0
1,0,3,4,2,40.1,2.2,6.3,5.6,0.65,0.79,0
1,0,2,2,1,23.5,2.2,6.3,5.8,0.67,0.76,0
1,0,3,1,1,26.4,2.2,6.2,5.8,0.68,0.79,0
1,0,2,3,1,23.8,2.3,6.3,5.5,0.62,0.74,0
1,0,4,9,2,45.4,2.3,6.3,5.5,0.62,0.74,0
1,0,2,1,1,21.5,2.3,6.3,5.7,0.65,0.76,0
1,1,6,9,2,66.3,2.1,6.3,6.1,0.73,0.82,0
0,0,4,6,2,44.4,2.3,6.3,5.4,0.61,0.74,0
0,0,4,6,2,44.9,2.4,6.3,5.4,0.61,0.76,0
1,0,3,5,2,38.6,2.2,6.3,5.6,0.65,0.78,0
1,0,2,4,1,22.6,2.4,6.3,5.3,0.59,0.73,0
1,0,3,3,1,24.5,2.2,6.3,5.8,0.68,0.78,0
0,1,4,7,2,54.2,2.3,6.3,5.5,0.61,0.73,0
0,0,2,1,1,30.0,2.3,6.3,5.5,0.64,0.77,0
1,1,5,7,2,49.1,2.2,6.3,5.7,0.66,0.79,0
1,1,6,7,2,67.0,2.2,6.3,5.8,0.67,0.77,0
1,0,2,0,1,24.8,2.4,6.3,5.3,0.58,0.71,0
1,0,2,3,1,22.2,2.3,6.3,5.5,0.62,0.76,0
1,0,4,4,2,41.1,2.3,6.3,5.5,0.63,0.75,0
1,0,2,1,1,22.1,2.4,6.3,5.3,0.58,0.74,0
0,0,2,1,1,23.5,2.3,6.3,5.5,0.62,0.76,0
1,0,3,8,1,36.1,2.4,6.2,5.5,0.6,0.7,0
1,0,2,3,1,22.9,2.2,6.3,5.8,0.65,0.74,0
